Stkcd,Dretnd,,,,,
600000,-0.011186,,,,,
600000,0.00905,,,,,
600000,-0.003363,,,,,
600000,0.025872,,,,,
600000,0.002193,,,,,
600000,-0.008753,,,,,
600000,-0.014349,,,,,
600000,0.021277,,,,,
600000,0,,,,,
600000,0.020833,,,,,
600000,-0.007519,,,,,
600000,0.015152,,,,,
600000,-0.003198,,,,,
600000,0.002139,,,,,
600000,0.004269,,,,,
600000,0.01594,,,,,
600000,-0.01046,,,,,
600000,0.003171,,,,,
600000,-0.007376,,,,,
600000,-0.006369,,,,,
600000,-0.017094,,,,,
600000,-0.004348,,,,,
600000,0,,,,,
600000,-0.008734,,,,,
600000,-0.004405,,,,,
600000,-0.014381,,,,,
600000,0.006734,,,,,
600000,-0.012263,,,,,
600000,0.001129,,,,,
600000,0.010147,,,,,
600000,-0.007813,,,,,
600000,-0.004499,,,,,
600000,-0.00678,,,,,
600000,0.009101,,,,,
600000,0.009019,,,,,
600000,-0.014525,,,,,
600000,-0.005669,,,,,
600000,0.00114,,,,,
600000,-0.02164,,,,,
600000,-0.003492,,,,,
600000,0.007009,,,,,
600000,-0.006961,,,,,
600000,-0.025701,,,,,
600000,0,,,,,
600000,-0.005995,,,,,
600000,-0.002413,,,,,
600000,0.024184,,,,,
600000,-0.001181,,,,,
600000,0.003546,,,,,
600000,0.001178,,,,,
600000,-0.007059,,,,,
600000,-0.010664,,,,,
600000,-0.034731,,,,,
600000,-0.001241,,,,,
600000,-0.004969,,,,,
600000,0.014981,,,,,
600000,-0.00492,,,,,
600000,0,,,,,
600000,0.003708,,,,,
600000,-0.006158,,,,,
600000,-0.012392,,,,,
600000,-0.037641,,,,,
600000,0.003911,,,,,
600000,0.001299,,,,,
600000,-0.005188,,,,,
600000,0.007823,,,,,
600000,-0.012937,,,,,
600000,0.007864,,,,,
600000,-0.002601,,,,,
600000,0.002608,,,,,
600000,-0.010403,,,,,
600000,-0.021025,,,,,
600000,0.001342,,,,,
600000,-0.006702,,,,,
600000,-0.00135,,,,,
600000,0.012162,,,,,
600000,0.009346,,,,,
600000,0.013228,,,,,
600000,-0.001305,,,,,
600000,0.013072,,,,,
600000,-0.00129,,,,,
600000,-0.002584,,,,,
600000,-0.003886,,,,,
600000,0.005202,,,,,
600000,0.002587,,,,,
600000,0.006452,,,,,
600000,-0.00641,,,,,
600000,0.006452,,,,,
600000,-0.028205,,,,,
600000,-0.006596,,,,,
600000,0.002656,,,,,
600000,-0.003974,,,,,
600000,-0.00133,,,,,
600000,0.001332,,,,,
600000,0,,,,,
600000,-0.003989,,,,,
600000,-0.012016,,,,,
600000,0.027027,,,,,
600000,-0.006579,,,,,
600000,0.007947,,,,,
600000,0,,,,,
600000,-0.003942,,,,,
600000,-0.015831,,,,,
600000,-0.018767,,,,,
600000,0.008197,,,,,
600000,0.02981,,,,,
600000,-0.005263,,,,,
600000,-0.009259,,,,,
600000,-0.001335,,,,,
600000,-0.004011,,,,,
600000,0.009396,,,,,
600000,-0.014628,,,,,
600000,-0.008097,,,,,
600000,-0.001361,,,,,
600000,-0.014986,,,,,
600000,-0.002766,,,,,
600000,-0.005548,,,,,
600000,-0.001395,,,,,
600000,-0.006983,,,,,
600000,0.029536,,,,,
600000,0.008197,,,,,
600000,-0.00813,,,,,
600000,0.01776,,,,,
600000,-0.001342,,,,,
600000,-0.004032,,,,,
600000,0.005398,,,,,
600000,-0.005369,,,,,
600000,0.006748,,,,,
600000,0.012064,,,,,
600000,0.009272,,,,,
600000,-0.005249,,,,,
600000,0.009235,,,,,
600000,-0.010458,,,,,
600000,0.002642,,,,,
600000,-0.007905,,,,,
600000,-0.009296,,,,,
600000,0.00134,,,,,
600000,0.001339,,,,,
600000,0.004011,,,,,
600000,0.01731,,,,,
600000,0.005236,,,,,
600000,0.00651,,,,,
600000,-0.006468,,,,,
600000,0.001302,,,,,
600005,-0.009464,,,,,
600005,-0.009554,,,,,
600005,-0.022508,,,,,
600005,-0.009868,,,,,
600005,-0.023256,,,,,
600005,0.017007,,,,,
600005,-0.013378,,,,,
600005,-0.010169,,,,,
600005,-0.013699,,,,,
600005,-0.003472,,,,,
600005,0.003484,,,,,
600005,0.017361,,,,,
600005,-0.013652,,,,,
600005,0,,,,,
600005,-0.00346,,,,,
600005,0.003472,,,,,
600005,-0.013841,,,,,
600005,-0.007018,,,,,
600005,0.017668,,,,,
600005,0.020833,,,,,
600005,0.037415,,,,,
600005,0,,,,,
600005,-0.006557,,,,,
600005,-0.016502,,,,,
600005,-0.006711,,,,,
600005,0.047297,,,,,
600005,-0.016129,,,,,
600005,0.009836,,,,,
600005,0.00974,,,,,
600005,-0.019293,,,,,
600005,-0.013115,,,,,
600005,-0.006645,,,,,
600005,0.020067,,,,,
600005,0.003279,,,,,
600005,-0.006536,,,,,
600005,-0.009868,,,,,
600005,0.016611,,,,,
600005,-0.003268,,,,,
600005,0.013115,,,,,
600005,0,,,,,
600005,-0.012945,,,,,
600005,0.016393,,,,,
600005,-0.006452,,,,,
600005,0,,,,,
600005,0,,,,,
600005,0.003247,,,,,
600005,0.012945,,,,,
600005,0.00639,,,,,
600005,0.012698,,,,,
600005,0.009404,,,,,
600005,0.009317,,,,,
600005,-0.018462,,,,,
600005,0,,,,,
600005,0.012539,,,,,
600005,-0.009288,,,,,
600005,-0.015625,,,,,
600005,-0.003175,,,,,
600005,0.003185,,,,,
600005,0.006349,,,,,
600005,-0.012618,,,,,
600005,0.009585,,,,,
600005,-0.025316,,,,,
600005,-0.019481,,,,,
600005,0.006623,,,,,
600005,-0.003289,,,,,
600005,-0.0033,,,,,
600005,0,,,,,
600005,-0.003311,,,,,
600005,-0.009967,,,,,
600005,-0.003356,,,,,
600005,0.003367,,,,,
600005,-0.040268,,,,,
600005,-0.006993,,,,,
600005,0.007042,,,,,
600005,0.01049,,,,,
600005,0.00346,,,,,
600005,-0.010345,,,,,
600005,0.006969,,,,,
600005,-0.00346,,,,,
600005,0.010417,,,,,
600005,0.003436,,,,,
600005,0,,,,,
600005,0.006849,,,,,
600005,0.010204,,,,,
600005,-0.006734,,,,,
600005,0.00678,,,,,
600005,-0.010101,,,,,
600005,-0.006803,,,,,
600005,0.006849,,,,,
600005,-0.010204,,,,,
600005,0.006873,,,,,
600005,0.010239,,,,,
600005,0,,,,,
600005,0.006757,,,,,
600005,-0.010067,,,,,
600005,0,,,,,
600005,-0.023729,,,,,
600005,0.006944,,,,,
600005,-0.010345,,,,,
600005,-0.006969,,,,,
600005,-0.007018,,,,,
600005,-0.007067,,,,,
600005,0.010676,,,,,
600005,-0.003521,,,,,
600005,0.007067,,,,,
600005,-0.007018,,,,,
600005,0.003534,,,,,
600005,0.007042,,,,,
600005,0.020979,,,,,
600005,0.006849,,,,,
600005,-0.013605,,,,,
600005,-0.006897,,,,,
600005,-0.006944,,,,,
600005,-0.020979,,,,,
600005,0.003571,,,,,
600005,0,,,,,
600005,-0.007117,,,,,
600005,0.003584,,,,,
600005,0.007143,,,,,
600005,-0.007092,,,,,
600005,0.003571,,,,,
600005,-0.003559,,,,,
600005,0.007143,,,,,
600005,0,,,,,
600005,-0.003546,,,,,
600005,-0.010676,,,,,
600005,-0.017986,,,,,
600005,-0.007326,,,,,
600005,-0.01476,,,,,
600005,0.003745,,,,,
600005,0.003731,,,,,
600005,-0.011152,,,,,
600005,-0.003759,,,,,
600005,0.003774,,,,,
600005,-0.011278,,,,,
600005,0.007605,,,,,
600005,-0.018868,,,,,
600005,0.003846,,,,,
600005,0,,,,,
600005,0,,,,,
600005,0,,,,,
600005,-0.007663,,,,,
600005,-0.003861,,,,,
600005,0.011628,,,,,
600005,-0.003831,,,,,
600005,0.003846,,,,,
600005,-0.015326,,,,,
600005,0.007782,,,,,
600005,-0.007722,,,,,
600005,0.015564,,,,,
600005,-0.003831,,,,,
600005,0.003846,,,,,
600005,-0.007663,,,,,
600005,0.003861,,,,,
600005,0.007692,,,,,
600005,0.007634,,,,,
600005,0,,,,,
600005,0,,,,,
600005,-0.003788,,,,,
600005,0.003802,,,,,
600005,-0.003788,,,,,
600005,-0.007605,,,,,
600005,0,,,,,
600005,-0.011494,,,,,
600005,0.003876,,,,,
600005,0,,,,,
600005,-0.003861,,,,,
600005,0.007752,,,,,
600005,-0.007692,,,,,
600005,0,,,,,
600005,-0.015504,,,,,
600005,-0.019685,,,,,
600005,0.024096,,,,,
600005,-0.015686,,,,,
600005,0,,,,,
600005,0.003984,,,,,
600005,-0.007937,,,,,
600005,-0.024,,,,,
600005,-0.016393,,,,,
600005,0.008333,,,,,
600005,0.041322,,,,,
600005,-0.003968,,,,,
600005,-0.003984,,,,,
600005,0.004,,,,,
600005,-0.003984,,,,,
600005,0,,,,,
600005,-0.016,,,,,
600005,-0.02439,,,,,
600005,0.004167,,,,,
600005,-0.008299,,,,,
600005,0,,,,,
600005,-0.004184,,,,,
600005,0,,,,,
600005,-0.012605,,,,,
600005,0.021277,,,,,
600005,0.008333,,,,,
600005,-0.008264,,,,,
600005,0.025,,,,,
600005,0.02439,,,,,
600005,-0.015873,,,,,
600005,0.004032,,,,,
600005,-0.016064,,,,,
600005,0,,,,,
600005,0,,,,,
600005,0.012245,,,,,
600005,-0.004032,,,,,
600005,0,,,,,
600005,-0.004049,,,,,
600005,0.01626,,,,,
600005,0.02,,,,,
600005,-0.039216,,,,,
600005,-0.008163,,,,,
600005,0.053498,,,,,
600005,-0.039063,,,,,
600005,0.04065,,,,,
600005,0.035156,,,,,
600005,0.015094,,,,,
600005,0.007435,,,,,
600005,0.00738,,,,,
600005,0,,,,,
600015,-0.017086,,,,,
600015,-0.004575,,,,,
600015,-0.011029,,,,,
600015,0.005576,,,,,
600015,-0.007394,,,,,
600015,0.048417,,,,,
600015,-0.003552,,,,,
600015,0.011586,,,,,
600015,-0.005286,,,,,
600015,0.000886,,,,,
600015,-0.00708,,,,,
600015,-0.003565,,,,,
600015,-0.007156,,,,,
600015,0.000901,,,,,
600015,-0.016202,,,,,
600015,0.027447,,,,,
600015,-0.009795,,,,,
600015,0.019784,,,,,
600015,0.003527,,,,,
600015,0.027241,,,,,
600015,0.008554,,,,,
600015,-0.011874,,,,,
600015,0.008584,,,,,
600015,-0.015319,,,,,
600015,-0.006914,,,,,
600015,0.031332,,,,,
600015,-0.013502,,,,,
600015,0.006843,,,,,
600015,0.029737,,,,,
600015,-0.014851,,,,,
600015,-0.002513,,,,,
600015,-0.025189,,,,,
600015,0.029285,,,,,
600015,0.005021,,,,,
600015,-0.017485,,,,,
600015,-0.020339,,,,,
600015,0.021626,,,,,
600015,-0.003387,,,,,
600015,-0.008496,,,,,
600015,-0.014567,,,,,
600015,-0.003478,,,,,
600015,0,,,,,
600015,-0.004363,,,,,
600015,-0.004382,,,,,
600015,0.002641,,,,,
600015,0.001756,,,,,
600015,0.008764,,,,,
600015,-0.003475,,,,,
600015,0.020924,,,,,
600015,-0.006832,,,,,
600015,0.007739,,,,,
600015,-0.012799,,,,,
600015,-0.003457,,,,,
600015,0.01301,,,,,
600015,-0.012842,,,,,
600015,-0.026019,,,,,
600015,-0.014248,,,,,
600015,0.006323,,,,,
600015,0.007181,,,,,
600015,-0.011586,,,,,
600015,0.015329,,,,,
600015,-0.01865,,,,,
600015,-0.00905,,,,,
600015,0.006393,,,,,
600015,-0.00363,,,,,
600015,-0.01275,,,,,
600015,0.000923,,,,,
600015,0.008295,,,,,
600015,-0.012797,,,,,
600015,0.013889,,,,,
600015,0.003653,,,,,
600015,-0.024568,,,,,
600015,-0.013993,,,,,
600015,0.015137,,,,,
600015,0.003728,,,,,
600015,0.009285,,,,,
600015,-0.025759,,,,,
600015,0.032106,,,,,
600015,0.000915,,,,,
600015,0.013711,,,,,
600015,-0.003607,,,,,
600015,-0.009955,,,,,
600015,0.005484,,,,,
600015,-0.002727,,,,,
600015,0.018232,,,,,
600015,-0.008057,,,,,
600015,0.022563,,,,,
600015,-0.007944,,,,,
600015,0.001779,,,,,
600015,-0.00444,,,,,
600015,-0.012489,,,,,
600015,-0.020777,,,,,
600015,0.00738,,,,,
600015,0.001832,,,,,
600015,-0.005484,,,,,
600015,-0.016544,,,,,
600015,0,,,,,
600015,0.001869,,,,,
600015,-0.013993,,,,,
600015,0,,,,,
600015,-0.019868,,,,,
600015,0.011583,,,,,
600015,-0.049619,,,,,
600015,-0.017068,,,,,
600015,0.015322,,,,,
600015,-0.009054,,,,,
600015,0.001015,,,,,
600015,-0.001014,,,,,
600015,0.008122,,,,,
600015,0.015106,,,,,
600015,-0.010913,,,,,
600015,-0.011033,,,,,
600015,-0.005071,,,,,
600015,-0.027523,,,,,
600015,0.003145,,,,,
600015,0.013584,,,,,
600015,-0.008247,,,,,
600015,-0.024948,,,,,
600015,-0.001066,,,,,
600015,-0.013874,,,,,
600015,0.008658,,,,,
600015,-0.016094,,,,,
600015,0.035987,,,,,
600015,-0.007368,,,,,
600015,0.002121,,,,,
600015,0.005291,,,,,
600015,-0.014737,,,,,
600015,-0.008547,,,,,
600015,0.012931,,,,,
600015,-0.002128,,,,,
600015,-0.014925,,,,,
600015,0.024892,,,,,
600015,-0.006336,,,,,
600015,0.004251,,,,,
600015,0.007407,,,,,
600015,-0.011555,,,,,
600015,-0.020191,,,,,
600015,-0.039046,,,,,
600015,0.003386,,,,,
600015,-0.003375,,,,,
600015,-0.006772,,,,,
600015,0.004545,,,,,
600015,-0.027149,,,,,
600015,0.00814,,,,,
600015,0.005767,,,,,
600015,0.005734,,,,,
600015,-0.010262,,,,,
600015,-0.029954,,,,,
600015,-0.005938,,,,,
600015,0.002389,,,,,
600015,-0.002384,,,,,
600015,0.010753,,,,,
600015,0.007092,,,,,
600015,0.032864,,,,,
600015,0.004545,,,,,
600015,0.003394,,,,,
600015,-0.001127,,,,,
600015,0,,,,,
600015,-0.003386,,,,,
600015,0.014723,,,,,
600015,0.007813,,,,,
600015,0.001107,,,,,
600015,-0.006637,,,,,
600015,0.003341,,,,,
600015,-0.023307,,,,,
600015,-0.009091,,,,,
600015,0.011468,,,,,
600015,-0.012472,,,,,
600015,-0.001148,,,,,
600015,0,,,,,
600015,0.003448,,,,,
600015,-0.008018,,,,,
600015,-0.008083,,,,,
600015,0.027939,,,,,
600015,-0.006795,,,,,
600015,0.006842,,,,,
600015,-0.010193,,,,,
600015,-0.005721,,,,,
600015,-0.029919,,,,,
600015,-0.024911,,,,,
600015,0.009732,,,,,
600015,0.03253,,,,,
600015,-0.009335,,,,,
600015,-0.011779,,,,,
600015,0.002384,,,,,
600015,-0.002378,,,,,
600015,0.008343,,,,,
600015,-0.020095,,,,,
600015,-0.007238,,,,,
600015,0,,,,,
600015,-0.030377,,,,,
600015,-0.005013,,,,,
600015,-0.003778,,,,,
600015,-0.006321,,,,,
600015,-0.008906,,,,,
600015,0.023107,,,,,
600015,0.008783,,,,,
600015,-0.001244,,,,,
600015,0.022416,,,,,
600015,-0.001218,,,,,
600015,-0.003659,,,,,
600015,0.007344,,,,,
600015,-0.010936,,,,,
600015,0.025799,,,,,
600015,0.002395,,,,,
600015,0.010753,,,,,
600015,-0.002364,,,,,
600015,0.010664,,,,,
600015,-0.014068,,,,,
600015,0.002378,,,,,
600015,-0.004745,,,,,
600015,-0.013111,,,,,
600015,0.002415,,,,,
600015,0.003614,,,,,
600015,0.003601,,,,,
600015,0.019139,,,,,
600015,0.026995,,,,,
600015,0.002286,,,,,
600015,-0.006842,,,,,
600015,-0.003444,,,,,
600016,-0.013051,,,,,
600016,-0.003306,,,,,
600016,-0.016584,,,,,
600016,-0.003373,,,,,
600016,-0.015228,,,,,
600016,0.020619,,,,,
600016,0.015152,,,,,
600016,-0.003317,,,,,
600016,-0.004992,,,,,
600016,0.006689,,,,,
600016,-0.003322,,,,,
600016,-0.018333,,,,,
600016,-0.003396,,,,,
600016,-0.008518,,,,,
600016,0,,,,,
600016,0.012027,,,,,
600016,-0.005093,,,,,
600016,0.018771,,,,,
600016,0.01005,,,,,
600016,0.024876,,,,,
600016,0.008091,,,,,
600016,-0.009631,,,,,
600016,0.009724,,,,,
600016,0,,,,,
600016,-0.008026,,,,,
600016,0.02589,,,,,
600016,-0.012618,,,,,
600016,0.028754,,,,,
600016,0.013975,,,,,
600016,-0.022971,,,,,
600016,0.00627,,,,,
600016,-0.020249,,,,,
600016,0.031797,,,,,
600016,0.009245,,,,,
600016,-0.001527,,,,,
600016,-0.01682,,,,,
600016,0.026439,,,,,
600016,-0.007576,,,,,
600016,-0.007634,,,,,
600016,-0.012308,,,,,
600016,-0.001558,,,,,
600016,0.00156,,,,,
600016,-0.003115,,,,,
600016,0.00625,,,,,
600016,0.004658,,,,,
600016,0,,,,,
600016,0,,,,,
600016,-0.003091,,,,,
600016,0.012403,,,,,
600016,-0.004594,,,,,
600016,0.013846,,,,,
600016,0,,,,,
600016,0,,,,,
600016,0.015175,,,,,
600016,-0.013453,,,,,
600016,-0.016667,,,,,
600016,-0.012327,,,,,
600016,0.00312,,,,,
600016,0.006221,,,,,
600016,-0.01391,,,,,
600016,0.010972,,,,,
600016,-0.013953,,,,,
600016,0,,,,,
600016,0.001572,,,,,
600016,-0.006279,,,,,
600016,-0.020537,,,,,
600016,0,,,,,
600016,0.01129,,,,,
600016,0.004785,,,,,
600016,0.001587,,,,,
600016,-0.019017,,,,,
600016,-0.011309,,,,,
600016,0.02451,,,,,
600016,0,,,,,
600016,0.001595,,,,,
600016,-0.015924,,,,,
600016,0.011327,,,,,
600016,0.0224,,,,,
600016,0,,,,,
600016,-0.001565,,,,,
600016,-0.004702,,,,,
600016,0.014173,,,,,
600016,0.001553,,,,,
600016,0.015504,,,,,
600016,-0.010687,,,,,
600016,0.015432,,,,,
600016,0.00152,,,,,
600016,0.001517,,,,,
600016,0.007576,,,,,
600016,0.022556,,,,,
600016,0.002941,,,,,
600016,0,,,,,
600016,-0.007331,,,,,
600016,-0.007386,,,,,
600016,-0.010417,,,,,
600016,-0.001504,,,,,
600016,-0.003012,,,,,
600016,-0.006042,,,,,
600016,-0.018237,,,,,
600016,0.013932,,,,,
600016,-0.007634,,,,,
600016,0.009231,,,,,
600016,0.012195,,,,,
600016,-0.013554,,,,,
600016,-0.022901,,,,,
600016,-0.010938,,,,,
600016,0.011058,,,,,
600016,0.010938,,,,,
600016,-0.007728,,,,,
600016,-0.007788,,,,,
600016,-0.00471,,,,,
600016,-0.028391,,,,,
600016,0.012987,,,,,
600016,0.008013,,,,,
600016,0.00318,,,,,
600016,-0.03645,,,,,
600016,-0.004934,,,,,
600016,-0.003306,,,,,
600016,0.011609,,,,,
600016,-0.014754,,,,,
600016,0.021631,,,,,
600016,0.011401,,,,,
600016,0.009662,,,,,
600016,-0.004785,,,,,
600016,0.003205,,,,,
600016,-0.046326,,,,,
600016,-0.01005,,,,,
600016,-0.006768,,,,,
600016,0.020443,,,,,
600016,-0.001669,,,,,
600016,0.011706,,,,,
600016,0.008264,,,,,
600016,-0.003279,,,,,
600016,-0.006579,,,,,
600016,-0.031457,,,,,
600016,0.003419,,,,,
600016,0.001704,,,,,
600016,0.001701,,,,,
600016,0.013582,,,,,
600016,-0.005025,,,,,
600016,0.011785,,,,,
600016,-0.008319,,,,,
600016,-0.001678,,,,,
600016,-0.005042,,,,,
600016,-0.016892,,,,,
600016,-0.003436,,,,,
600016,0,,,,,
600016,-0.005172,,,,,
600016,0.013865,,,,,
600016,0.008547,,,,,
600016,0.018644,,,,,
600016,0,,,,,
600016,0.001664,,,,,
600016,-0.004983,,,,,
600016,0.001669,,,,,
600016,-0.003333,,,,,
600016,0.006689,,,,,
600016,0.001661,,,,,
600016,0.004975,,,,,
600016,-0.00165,,,,,
600016,0.003306,,,,,
600016,-0.019769,,,,,
600016,-0.003361,,,,,
600016,0.006745,,,,,
600016,-0.008375,,,,,
600016,-0.001689,,,,,
600016,-0.010152,,,,,
600016,0.005128,,,,,
600016,-0.001701,,,,,
600016,-0.003407,,,,,
600016,0.018803,,,,,
600016,0.003356,,,,,
600016,0.003344,,,,,
600016,-0.005,,,,,
600016,-0.031826,,,,,
600016,-0.017301,,,,,
600016,-0.036972,,,,,
600016,0.038391,,,,,
600016,0.026408,,,,,
600016,-0.012007,,,,,
600016,-0.003472,,,,,
600016,-0.003484,,,,,
600016,-0.008741,,,,,
600016,0.012346,,,,,
600016,-0.015679,,,,,
600016,-0.019469,,,,,
600016,-0.00361,,,,,
600016,-0.009058,,,,,
600016,0.003656,,,,,
600016,0.007286,,,,,
600016,-0.007233,,,,,
600016,-0.003643,,,,,
600016,0.023766,,,,,
600016,0.008929,,,,,
600016,-0.00531,,,,,
600016,0.021352,,,,,
600016,-0.005226,,,,,
600016,0.003503,,,,,
600016,0.008726,,,,,
600016,0,,,,,
600016,0.008651,,,,,
600016,0.003431,,,,,
600016,0.018803,,,,,
600016,0.006711,,,,,
600016,0.015,,,,,
600016,-0.011494,,,,,
600016,-0.009967,,,,,
600016,0.001678,,,,,
600016,0.001675,,,,,
600016,0.008361,,,,,
600016,-0.011609,,,,,
600016,0.010067,,,,,
600016,0.001661,,,,,
600016,0.011609,,,,,
600016,0.008197,,,,,
600016,0,,,,,
600016,0.001626,,,,,
600016,-0.00974,,,,,
600016,0.001639,,,,,
600016,0.01964,,,,,
600018,-0.003367,,,,,
600018,-0.016892,,,,,
600018,-0.017182,,,,,
600018,-0.017483,,,,,
600018,-0.02847,,,,,
600018,0.014652,,,,,
600018,-0.01444,,,,,
600018,-0.014652,,,,,
600018,-0.011152,,,,,
600018,-0.015038,,,,,
600018,0,,,,,
600018,0.007634,,,,,
600018,-0.015152,,,,,
600018,-0.007692,,,,,
600018,0.011628,,,,,
600018,-0.007663,,,,,
600018,-0.003861,,,,,
600018,0.003876,,,,,
600018,0.007722,,,,,
600018,0.019157,,,,,
600018,0.030075,,,,,
600018,0.00365,,,,,
600018,0.003636,,,,,
600018,-0.007246,,,,,
600018,0.018248,,,,,
600018,0.039427,,,,,
600018,-0.006897,,,,,
600018,0,,,,,
600018,0.006944,,,,,
600018,-0.031034,,,,,
600018,0.007117,,,,,
600018,-0.007067,,,,,
600018,0.017794,,,,,
600018,0.013986,,,,,
600018,0,,,,,
600018,-0.017241,,,,,
600018,0.024561,,,,,
600018,0.006849,,,,,
600018,0.006803,,,,,
600018,0,,,,,
600018,-0.006757,,,,,
600018,0.013605,,,,,
600018,-0.006711,,,,,
600018,-0.006757,,,,,
600018,0.003401,,,,,
600018,0.00339,,,,,
600018,0.010135,,,,,
600018,0.003344,,,,,
600018,0.013333,,,,,
600018,0.006579,,,,,
600018,0,,,,,
600018,-0.01634,,,,,
600018,0,,,,,
600018,0.006645,,,,,
600018,-0.0033,,,,,
600018,-0.016556,,,,,
600018,0.010101,,,,,
600018,0.01,,,,,
600018,0.023102,,,,,
600018,-0.006452,,,,,
600018,0.00974,,,,,
600018,-0.019293,,,,,
600018,-0.022951,,,,,
600018,0.003356,,,,,
600018,0,,,,,
600018,-0.013378,,,,,
600018,0.00339,,,,,
600018,0,,,,,
600018,-0.013514,,,,,
600018,0.003425,,,,,
600018,0.003413,,,,,
600018,-0.020408,,,,,
600018,-0.010417,,,,,
600018,0.017544,,,,,
600018,0.027586,,,,,
600018,-0.003356,,,,,
600018,-0.003367,,,,,
600018,0,,,,,
600018,-0.003378,,,,,
600018,0.023729,,,,,
600018,-0.003311,,,,,
600018,0.003322,,,,,
600018,-0.009934,,,,,
600018,0.013378,,,,,
600018,-0.0033,,,,,
600018,0.009934,,,,,
600018,-0.009836,,,,,
600018,-0.003311,,,,,
600018,0.006645,,,,,
600018,-0.039604,,,,,
600018,-0.017182,,,,,
600018,0.024476,,,,,
600018,0.003413,,,,,
600018,0.003401,,,,,
600018,-0.00339,,,,,
600018,-0.003401,,,,,
600018,-0.010239,,,,,
600018,0.003448,,,,,
600018,-0.003436,,,,,
600018,0,,,,,
600018,-0.006897,,,,,
600018,0.003472,,,,,
600018,0.020761,,,,,
600018,-0.016949,,,,,
600018,0,,,,,
600018,-0.013793,,,,,
600018,-0.003497,,,,,
600018,-0.007018,,,,,
600018,0.017668,,,,,
600018,0.006944,,,,,
600018,0,,,,,
600018,-0.013793,,,,,
600018,0,,,,,
600018,-0.048951,,,,,
600018,-0.011029,,,,,
600018,0.007435,,,,,
600018,0.01107,,,,,
600018,-0.007299,,,,,
600018,0.007353,,,,,
600018,-0.014599,,,,,
600018,0.007407,,,,,
600018,-0.003676,,,,,
600018,0.02583,,,,,
600018,-0.010791,,,,,
600018,-0.007273,,,,,
600018,0,,,,,
600018,-0.007326,,,,,
600018,-0.01476,,,,,
600018,-0.014981,,,,,
600018,0.003802,,,,,
600018,-0.007576,,,,,
600018,0.015267,,,,,
600018,0,,,,,
600018,0.015038,,,,,
600018,0.003704,,,,,
600018,-0.01107,,,,,
600018,0.014925,,,,,
600018,-0.007353,,,,,
600018,-0.003704,,,,,
600018,-0.048328,,,,,
600018,0.003906,,,,,
600018,-0.003891,,,,,
600018,-0.019531,,,,,
600018,0.007968,,,,,
600018,0.003953,,,,,
600018,0.007874,,,,,
600018,-0.003906,,,,,
600018,-0.011765,,,,,
600018,0.003968,,,,,
600018,-0.003953,,,,,
600018,-0.003968,,,,,
600018,-0.003984,,,,,
600018,0.008,,,,,
600018,-0.011905,,,,,
600018,0.004016,,,,,
600018,0,,,,,
600018,0.012,,,,,
600018,0.011858,,,,,
600018,0.007813,,,,,
600018,-0.003876,,,,,
600018,0,,,,,
600018,0.003891,,,,,
600018,-0.011628,,,,,
600018,0.011765,,,,,
600018,-0.015504,,,,,
600018,-0.007874,,,,,
600018,0,,,,,
600018,-0.003968,,,,,
600018,0.003984,,,,,
600018,0,,,,,
600018,0.003968,,,,,
600018,-0.011858,,,,,
600018,-0.012,,,,,
